City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,sefaatli,39.5043,34.7563,11.62,70,71,2.73,TR,1712772271
296,novodvinsk,64.4165,40.8122,6.86,100,100,4.15,RU,1712772272
297,inongo,-1.95,18.2667,25.67,80,80,1.82,CD,1712772272
298,pujili,-0.95,-78.6833,17.7,55,40,6.69,EC,1712772272
299,mount gambier,-37.8333,140.7667,13.38,71,85,2.29,AU,1712772148
300,wynyard,-41.0,145.7167,10.21,82,7,4.22,AU,1712772272
301,mangrol,21.1167,70.1167,25.8,76,3,3.84,IN,1712772272
302,manokwari,-0.8667,134.0833,25.04,87,100,4.54,ID,1712772272
303,bokhan,53.153,103.7714,5.3,95,100,1.37,RU,1712772272
304,maxixe,-23.8597,35.3472,24.91,83,40,8.23,MZ,1712772272
305,macas,-2.3167,-78.1167,29.86,54,40,3.6,EC,1712772271
306,mpika,-11.8343,31.4529,18.91,93,93,1.0,ZM,1712772272
307,yangambi,0.8102,24.4336,24.91,69,48,0.6,CD,1712772273
308,okha,53.5739,142.9478,-4.3,92,38,3.58,RU,1712772273
309,xingtai,37.0631,114.4942,13.73,57,33,2.83,CN,1712772023
310,chonchi,-42.6128,-73.8092,14.56,45,8,2.05,CL,1712772273
311,woolgoolga,-30.1106,153.2007,16.93,63,23,4.74,AU,1712772273
312,shakawe,-18.3667,21.85,21.58,85,100,1.73,BW,1712772273
313,margate,51.3813,1.3862,11.61,73,100,4.47,GB,1712772017
314,monte buey,-32.9164,-62.4567,19.3,45,100,6.53,AR,1712772273
315,mjolby,58.326,15.1237,7.84,66,16,8.95,SE,1712772273
316,mandal,25.45,74.5667,25.61,43,85,5.11,IN,1712772273
317,sao paulo de olivenca,-3.3783,-68.8725,29.59,79,93,0.86,BR,1712772273
318,puerto baquerizo moreno,-0.9,-89.6,27.55,83,40,2.06,EC,1712772142
319,piti village,13.4626,144.6933,27.49,82,20,6.17,GU,1712772274
320,boguchany,58.3814,97.4531,-1.75,96,100,3.13,RU,1712772274
321,arys,42.4252,68.795,13.21,49,1,1.98,KZ,1712772274
322,andergrove,-21.0833,149.1833,14.8,55,3,6.16,AU,1712772274
323,st. john's,47.5649,-52.7093,1.1,68,75,7.72,CA,1712772220
324,tilcara,-23.5776,-65.3509,14.12,73,52,4.02,AR,1712772274
325,yeppoon,-23.1333,150.7333,12.88,57,0,1.86,AU,1712772274
326,salaberry-de-valleyfield,45.2501,-74.1325,15.21,58,100,1.03,CA,1712772006
327,labrador city,52.9463,-66.9114,1.95,38,0,2.57,CA,1712772009
328,ovalle,-30.5983,-71.2003,26.05,38,54,2.61,CL,1712771765
329,keningau,5.3378,116.1602,21.88,97,100,0.98,MY,1712772274
330,ciudad melchor muzquiz,27.8833,-101.5167,25.77,16,0,7.66,MX,1712772245
331,pisco,-13.7,-76.2167,24.03,73,0,5.66,PE,1712772275
332,tazovsky,67.4667,78.7,-30.14,100,36,2.59,RU,1712772275
333,tralee,52.2704,-9.7026,14.14,94,100,7.72,IE,1712772275
334,chibougamau,49.9168,-74.3659,6.79,61,75,5.14,CA,1712772142
335,hamilton,39.1834,-84.5333,17.27,93,100,3.6,US,1712771926
336,kwale,5.7063,6.4374,30.67,63,91,2.56,NG,1712772275
337,lubango,-14.9172,13.4925,20.92,73,37,2.06,AO,1712772276
338,gomez farias,23.05,-99.15,32.5,9,0,1.26,MX,1712772276
339,eirunepe,-6.6603,-69.8736,23.81,99,100,1.97,BR,1712772209
340,sirte,31.2089,16.5887,18.4,64,0,3.56,LY,1712772276
341,bremervorde,53.4833,9.1333,12.74,77,72,3.39,DE,1712772276
342,rockland,41.1668,-74.0496,19.06,66,100,0.45,US,1712772019
343,ogoja,6.6547,8.7976,33.81,47,74,1.22,NG,1712772276
344,angaur state,6.906,134.13,28.18,74,83,5.51,PW,1712772276
345,katerini,40.2719,22.5025,17.73,68,5,1.28,GR,1712772276
346,dois vizinhos,-25.7336,-53.0572,31.08,42,31,1.53,BR,1712772131
347,garachico,28.7781,-17.7646,21.94,73,20,5.66,ES,1712772276
348,ciudad lazaro cardenas,17.9583,-102.2,28.42,54,32,5.47,MX,1712771989
349,ryotsu-minato,38.0833,138.4333,5.65,57,83,0.92,JP,1712772277
350,al bayda',32.7627,21.7551,10.52,87,56,2.82,LY,1712772277
351,ocean shores,46.9737,-124.1563,11.92,82,99,1.34,US,1712772277
352,praia da vitoria,38.7333,-27.0667,19.14,88,75,7.73,PT,1712772277
353,baringo,0.4667,35.9667,24.79,66,71,1.44,KE,1712772277
354,berriane,32.8265,3.7669,24.47,30,8,4.01,DZ,1712772277
355,quellon,-43.1167,-73.6167,11.61,61,0,4.58,CL,1712772277
356,taikang,46.8333,124.4167,7.73,59,16,3.01,CN,1712772277
357,pedernales,18.0384,-71.744,29.44,59,1,3.35,DO,1712772277
358,port-vila,-17.7338,168.3219,23.78,100,20,4.12,VU,1712772277
359,tabas,33.5959,56.9244,27.38,18,16,4.46,IR,1712772278
360,ilomantsi,62.6716,30.9328,7.61,98,100,4.73,FI,1712772278
361,papao,-17.75,-149.55,28.82,80,68,7.81,PF,1712772278
362,qamdo,31.1667,97.2333,-2.15,87,95,2.06,CN,1712772278
363,myeik,12.4333,98.6,28.3,79,92,1.8,MM,1712772278
364,laboe,54.4,10.2167,10.66,71,40,3.6,DE,1712772278
365,quepos,9.4236,-84.1652,30.97,66,100,2.77,CR,1712772278
366,hengchun,22.0042,120.7439,23.87,81,70,4.49,TW,1712772278
367,villa gesell,-37.2639,-56.973,16.14,47,99,9.04,AR,1712772279
368,sao joao da barra,-21.6403,-41.0511,30.05,81,1,5.24,BR,1712772153
369,santa maria del oro,25.9333,-105.3667,17.74,12,0,0.42,MX,1712772279
370,tofol,5.3248,163.0078,28.39,81,89,8.82,FM,1712772279
371,zavodskoy,43.4597,132.2922,6.77,87,100,2.0,RU,1712772279
372,lompoc,34.6391,-120.4579,24.27,52,0,3.09,US,1712772279
373,san julian,21.0167,-102.1667,24.96,16,1,7.05,MX,1712772252
374,sur,22.5667,59.5289,29.25,51,72,0.41,OM,1712772279
375,yarmouth,41.7057,-70.2286,15.9,72,0,4.63,US,1712772069
376,hobyo,5.3505,48.5268,28.71,67,20,5.69,SO,1712772025
377,sovetskaya gavan',48.9723,140.2878,5.06,59,98,2.46,RU,1712772279
378,correntina,-13.3433,-44.6367,29.21,54,67,0.72,BR,1712772195
379,volda,62.1476,6.0741,6.27,75,75,2.06,NO,1712772279
380,san antonio de pale,-1.4014,5.6325,28.48,79,91,4.35,GQ,1712772058
381,ninghai,29.2892,121.4247,11.31,97,76,0.88,CN,1712772280
382,mahikeng,-25.8652,25.6442,16.99,55,0,3.09,ZA,1712772280
383,weihai,37.5017,122.1136,9.86,72,100,8.77,CN,1712772280
384,santa terezinha,-29.9002,-50.0904,23.9,77,60,4.75,BR,1712772280
385,chhatak,25.0333,91.6667,24.07,43,70,3.54,BD,1712772280
386,galesong,-5.3166,119.3661,25.01,83,98,1.82,ID,1712772280
387,slawno,54.3628,16.6789,8.41,73,97,5.03,PL,1712772280
388,piacabucu,-10.4056,-36.4344,29.43,69,97,3.65,BR,1712772146
389,schwarzenbek,53.5,10.4833,12.21,64,52,3.66,DE,1712772280
390,new plymouth,-39.0667,174.0833,19.34,87,100,8.74,NZ,1712772280
391,nogliki,51.8333,143.1667,-1.48,87,24,3.58,RU,1712772280
392,al kharijah,25.4514,30.5464,22.6,29,99,4.4,EG,1712772281
393,bandon,51.7469,-8.7425,12.77,96,100,9.74,IE,1712772281
394,ustyuzhna,58.8394,36.4321,13.46,80,81,4.56,RU,1712772281
395,andovoranto,-18.95,49.1,26.04,91,49,3.82,MG,1712772281
396,sechura,-5.5569,-80.8222,28.65,56,84,4.13,PE,1712772281
397,charters towers,-20.1,146.2667,17.92,92,1,3.17,AU,1712772030
398,imperatriz,-5.5264,-47.4917,32.03,66,40,2.57,BR,1712771764
399,cold lake,54.4502,-110.2017,5.97,56,100,10.29,CA,1712772034
400,muslyumovo,55.3033,53.1947,8.6,87,19,3.22,RU,1712772281
401,mbuji-mayi,-6.15,23.6,23.03,91,94,1.11,CD,1712772281
402,san luis de la loma,17.2706,-100.8939,29.86,54,100,5.16,MX,1712772281
403,formosa do rio preto,-11.0483,-45.1931,34.18,35,18,1.02,BR,1712772197
404,palapag,12.5458,125.1147,23.45,86,70,1.75,PH,1712772281
405,auki,-8.7676,160.7034,25.42,91,86,1.25,SB,1712772282
406,loen,7.7601,168.2307,27.6,83,99,10.64,MH,1712772282
407,cadale,2.7603,46.3222,29.44,69,15,6.49,SO,1712772282
408,likiep,9.8251,169.3107,27.07,82,100,10.06,MH,1712772282
409,kapa'a,22.0752,-159.319,23.44,87,17,1.34,US,1712772004
410,karratha,-20.7377,116.8463,26.81,50,54,7.22,AU,1712772282
411,port said,31.2565,32.2841,19.99,68,0,7.2,EG,1712772027
412,potosi,-19.5836,-65.7531,17.48,36,40,4.12,BO,1712772065
413,bengkulu,-3.8004,102.2655,24.55,90,100,1.87,ID,1712772282
414,al qusayr,34.5091,36.5798,13.95,79,76,2.12,SY,1712772282
415,port blair,11.6667,92.75,29.02,89,20,1.03,IN,1712772283
416,sile,41.1754,29.6133,12.37,89,6,2.66,TR,1712772283
417,canutama,-6.5339,-64.3831,30.94,73,43,1.18,BR,1712772283
418,severo-yeniseyskiy,60.3725,93.0408,-14.98,97,98,1.9,RU,1712772283
419,mena,51.5217,32.2157,18.28,53,8,1.47,UA,1712772283
420,shiguai,40.7058,110.2856,10.97,18,1,0.76,CN,1712772283
421,dolores,-36.3132,-57.6792,18.36,35,93,6.43,AR,1712772005
422,tortosa,40.8125,0.5216,21.25,38,7,3.44,ES,1712772072
423,atarra,25.2833,80.5667,30.28,23,35,3.03,IN,1712772283
424,tazacorte,28.629,-17.9293,23.42,77,20,5.66,ES,1712772283
425,casablanca,33.5928,-7.6192,25.12,43,0,4.12,MA,1712771876
426,hammerfest,70.6634,23.6821,3.25,87,75,4.63,NO,1712772283
427,mount darwin,-16.7725,31.5838,23.47,72,88,1.24,ZW,1712772284
428,daru,-9.0763,143.2092,26.4,86,86,3.02,PG,1712772284
429,kongoussi,13.3258,-1.5347,37.11,22,45,7.78,BF,1712772284
430,pingliang,35.5392,106.6861,11.88,67,96,1.8,CN,1712772284
431,lowestoft,52.4752,1.7516,13.14,79,100,10.74,GB,1712772126
432,verdal,63.7933,11.4817,5.02,97,100,7.96,NO,1712772284
433,mirny,62.5353,113.9611,0.69,98,100,3.58,RU,1712772055
434,bodo,67.28,14.405,5.02,97,75,9.26,NO,1712772284
435,lata,40.1629,-8.3327,21.62,64,89,1.91,PT,1712772284
436,santos reyes nopala,16.1092,-97.1561,35.13,26,100,3.46,MX,1712772284
437,masterton,-40.9597,175.6575,17.16,81,100,3.3,NZ,1712772158
438,mauranwan,26.4333,80.8833,28.02,23,32,2.14,IN,1712772284
439,suva,-18.1416,178.4415,25.71,94,75,2.57,FJ,1712772285
440,brewton,31.1052,-87.0722,21.86,91,91,6.2,US,1712772285
441,gudalur,9.6833,77.2667,22.87,77,81,0.58,IN,1712772285
442,santa elena de uairen,4.6167,-61.1333,33.5,23,12,3.43,VE,1712772285
443,amos,48.5669,-78.1162,10.37,58,96,3.96,CA,1712772152
444,winmalee,-33.6799,150.6083,11.05,90,0,1.03,AU,1712772285
445,ar ruways,24.1103,52.7306,27.21,57,100,2.99,AE,1712772285
446,kirakira,-10.4544,161.9205,26.05,85,97,2.14,SB,1712772285
447,vysoke myto,49.9532,16.1617,11.89,81,100,0.89,CZ,1712772285
448,zykovo,55.9519,93.1461,3.68,92,100,3.31,RU,1712772285
449,yemva,62.59,50.8594,0.65,100,100,0.99,RU,1712772285
450,salinas,36.6777,-121.6555,25.31,63,0,0.45,US,1712772019
451,sinabang,2.4803,96.3801,26.45,86,100,0.45,ID,1712772286
452,golovchino,50.5341,35.797,22.49,45,4,1.39,RU,1712772286
453,keflavik,64.0049,-22.5624,6.95,65,100,7.2,IS,1712772286
454,douar tindja,37.1667,9.75,17.06,63,40,4.63,TN,1712772286
455,dali,25.7,100.1833,13.37,65,8,2.01,CN,1712772286
456,egilsstadir,65.2653,-14.3948,-0.05,93,75,5.14,IS,1712772286
457,nizhnyaya tavda,57.6731,66.1725,-0.89,70,80,1.42,RU,1712772286
458,page,36.9147,-111.4558,18.16,25,0,0.89,US,1712772078
459,harsin,34.2721,47.5861,6.45,86,99,2.39,IR,1712772286
460,dongobesh,-4.0667,35.3833,15.03,95,82,1.12,TZ,1712772287
461,winnemucca,40.973,-117.7357,15.03,38,0,1.54,US,1712772287
462,northam,51.0333,-4.2167,14.1,96,100,10.01,GB,1712772287
463,amga,60.8953,131.9608,-3.78,97,100,1.11,RU,1712772287
464,muynoq,43.7683,59.0214,16.88,36,50,2.94,UZ,1712772287
465,nago,26.5881,127.9761,20.64,74,11,3.73,JP,1712772009
466,okakarara,-20.5833,17.4333,22.39,39,0,3.3,NA,1712772287
467,nuku'alofa,-21.1333,-175.2,25.19,88,20,4.63,TO,1712772287
468,al mijlad,11.0333,27.7333,32.56,8,6,5.39,SD,1712772287
469,alta,69.9689,23.2717,4.59,83,75,17.88,NO,1712772287
470,mahibadhoo,3.7833,72.9667,29.68,72,48,4.63,MV,1712772287
471,labuan,5.2767,115.2417,29.2,83,20,1.54,MY,1712772288
472,lamu,-2.2717,40.902,28.4,84,40,4.19,KE,1712772288
473,ongjin,37.9347,125.3619,9.94,93,100,2.04,KP,1712772028
474,sanya,18.2431,109.505,27.09,83,20,3.0,CN,1712772182
475,lauro de freitas,-12.8944,-38.3272,28.01,83,75,3.09,BR,1712772117
476,khandyga,62.6667,135.6,-9.02,97,100,1.51,RU,1712772288
477,ouadda,8.0777,22.4007,28.94,21,74,2.05,CF,1712772288
478,helston,50.1032,-5.2705,12.29,100,100,8.23,GB,1712772288
479,monchegorsk,67.9397,32.8739,2.66,98,100,8.68,RU,1712772288
480,tianpeng,30.9866,103.9393,18.26,76,100,1.9,CN,1712772288
481,alaghsas,17.0187,8.0168,38.94,6,5,3.09,NE,1712772289
482,inarajan village,13.2736,144.7484,27.54,91,100,8.05,GU,1712772289
483,lukolela,-1.0605,17.1821,25.11,81,74,1.26,CD,1712772289
484,new norfolk,-42.7826,147.0587,10.72,92,57,0.46,AU,1712772289
485,misratah,32.3754,15.0925,17.58,70,61,6.3,LY,1712772289
486,as sulayyil,20.4607,45.5779,31.14,41,95,6.29,SA,1712772289
487,bathurst,-33.4166,149.5806,2.2,97,0,0.93,AU,1712772042
488,roma,43.2128,-75.4557,17.6,76,100,3.09,US,1712772220
489,prince george,53.9166,-122.753,5.7,56,0,3.6,CA,1712772289
490,bandar lampung,-5.4254,105.258,24.06,99,100,0.69,ID,1712772289
491,wamba,8.9333,8.6,33.3,27,75,1.26,NG,1712772290
492,adjumani,3.3779,31.7909,21.75,83,66,0.51,UG,1712772290
493,la cruz,23.9167,-106.9,25.24,36,1,3.74,MX,1712772239
494,greymouth,-42.4667,171.2,15.04,95,100,4.14,NZ,1712772110
495,kurumkan,54.3,110.3,2.85,48,76,1.34,RU,1712772290
496,manzanillo,20.3433,-77.1167,33.48,39,1,4.51,CU,1712772014
497,mirpur sakro,24.5474,67.6277,26.14,70,76,4.58,PK,1712772290
498,langepas,61.2544,75.2124,-18.54,96,100,1.52,RU,1712772004
499,kill devil hills,36.0307,-75.676,25.0,56,40,3.6,US,1712772093
500,raduzhny,62.0961,77.475,-22.45,99,83,1.49,RU,1712772290
501,colonia,50.9333,6.95,15.49,50,0,2.06,DE,1712772010
502,guerrero negro,27.9769,-114.0611,22.99,37,0,2.98,MX,1712772079
503,maple glen,40.0156,-79.9767,20.26,77,100,3.05,US,1712772027
504,tougue,11.4667,-11.6,36.07,14,92,3.05,GN,1712772291
505,kuloy,61.0305,42.4925,7.83,88,87,2.82,RU,1712772291
506,ash shatrah,31.4117,46.1742,25.87,30,0,7.82,IQ,1712772291
507,fale old settlement,-9.3852,-171.2468,29.8,77,61,5.51,TK,1712772291
508,gaalkacyo,6.7697,47.4308,28.0,58,11,9.21,SO,1712772291
509,mogocha,53.7333,119.7667,-4.75,87,4,0.91,RU,1712772291
510,ingeniero jacobacci,-41.3427,-69.5448,12.58,19,2,2.9,AR,1712772291
511,cockburn town,21.4612,-71.1419,24.84,73,23,9.69,TC,1712772274
512,taroa,8.7058,171.2275,27.36,83,100,9.79,MH,1712772291
513,merizo village,13.2658,144.6691,27.31,91,100,7.95,GU,1712772291
514,gunnedah,-30.9833,150.25,11.13,73,0,1.66,AU,1712772292
515,dryden,49.7833,-92.7503,9.16,71,40,0.0,CA,1712772292
516,tafuna,-14.3358,-170.72,27.97,89,75,4.63,AS,1712772292
517,assare,-6.8744,-39.875,28.82,60,100,1.28,BR,1712772105
518,zavoronezhskoye,52.8801,40.5526,17.98,72,0,2.53,RU,1712772292
519,saint-philippe,-21.3585,55.7679,24.77,83,86,5.28,RE,1712772292
520,klaksvik,62.2266,-6.589,6.51,81,100,10.9,FO,1712772292
521,sandnessjoen,66.0217,12.6316,5.23,93,75,5.66,NO,1712772292
522,nadi,-17.8,177.4167,24.0,94,20,2.06,FJ,1712772292
523,kyren,51.6828,102.1408,7.75,82,86,1.34,RU,1712772292
524,razole,16.4833,81.8333,24.4,90,0,0.82,IN,1712772292
525,tutoia,-2.7619,-42.2744,27.86,84,100,1.83,BR,1712772071
526,chinde,26.8418,88.0763,18.39,29,9,3.52,NP,1712772293
527,save,8.0425,2.486,30.46,56,97,2.3,BJ,1712772293
528,kolonia town,6.964,158.206,27.88,81,100,10.1,FM,1712772293
529,ola,59.5833,151.2833,-8.81,72,0,4.2,RU,1712772293
530,strathalbyn,-35.2667,138.9,15.06,96,54,2.06,AU,1712772293
531,sari,36.5633,53.0601,12.77,100,100,1.03,IR,1712772293
532,kenai,60.5544,-151.2583,-0.48,93,100,2.06,US,1712772227
533,zambezi,-13.5432,23.1047,21.03,91,99,0.73,ZM,1712772293
534,chernyshevskiy,63.0128,112.4714,-11.55,84,100,4.17,RU,1712772293
535,mata-utu,-13.2816,-176.1745,29.31,78,23,4.6,WF,1712772294
536,kashmar,35.2383,58.4656,19.3,30,10,4.9,IR,1712772294
537,uyskoye,54.3775,60.0047,3.46,92,93,2.96,RU,1712772294
538,petrolina,-9.3986,-40.5008,33.03,58,75,2.57,BR,1712772255
539,ouesso,1.6136,16.0517,25.88,75,82,0.49,CG,1712772294
540,benaulim,15.25,73.9167,29.0,70,1,3.09,IN,1712772294
541,taco pozo,-25.6167,-63.2833,19.49,97,100,4.57,AR,1712772294
542,gangapur,26.4833,76.7167,28.37,32,67,5.42,IN,1712772016
543,gambela,8.25,34.5833,31.14,34,1,1.46,ET,1712772294
544,gordonvale,-17.0936,145.7842,23.88,100,91,1.63,AU,1712772294
545,las tablas,7.7667,-80.2833,30.65,99,87,3.78,PA,1712772295
546,varzea da palma,-17.5981,-44.7308,31.84,44,49,1.67,BR,1712772295
547,long beach,33.767,-118.1892,28.24,43,0,3.09,US,1712772273
548,maputo,-25.9653,32.5892,23.82,60,20,6.26,MZ,1712772212
549,dakhla,23.6848,-15.958,20.01,83,2,9.26,EH,1712772295
550,bubaque,11.2833,-15.8333,24.2,72,99,6.71,GW,1712772295
551,xining,36.6167,101.7667,8.17,43,6,0.24,CN,1712772012
552,visakhapatnam,17.69,83.2093,25.94,89,17,1.03,IN,1712771938
553,at taj,24.2049,23.2857,21.16,17,90,4.17,LY,1712772295
554,ust'-kulom,61.6864,53.6902,0.99,100,100,1.38,RU,1712772295
555,shalkar,47.8288,59.6258,13.77,69,84,0.51,KZ,1712772296
556,watampone,-4.5386,120.3279,24.43,95,100,1.2,ID,1712772296
557,lodwar,3.1191,35.5973,32.24,47,43,3.35,KE,1712772296
558,neelankarai,12.9455,80.2575,30.04,79,40,2.57,IN,1712772296
559,sitka,57.0531,-135.33,6.94,65,100,5.66,US,1712772296
560,moju,-1.8839,-48.7689,30.28,75,94,1.23,BR,1712772296
561,vushtrri,42.8231,20.9675,20.09,53,55,3.27,XK,1712772296
562,tamanrasset,22.785,5.5228,30.95,9,18,3.09,DZ,1712772296
563,belyy yar,53.6039,91.3903,5.94,70,0,2.0,RU,1712772296
564,camapua,-19.5314,-54.0439,29.01,69,69,0.85,BR,1712772227
565,bamboo flat,11.7,92.7167,29.05,89,20,1.03,IN,1712772296
566,opuwo,-18.0607,13.84,23.69,32,0,4.05,NA,1712772296
567,veinticinco de mayo,-35.4323,-60.1727,15.55,61,93,1.79,AR,1712772168
568,jieshi,22.8134,115.8257,20.83,83,21,5.66,CN,1712772297
569,tolbazy,54.0241,55.8825,7.25,82,19,3.16,RU,1712772200
570,athlone,53.4333,-7.95,12.76,94,100,8.73,IE,1712772297
571,ekibastuz,51.6667,75.3667,3.88,95,100,0.61,KZ,1712772297
572,agat village,13.3886,144.6585,27.52,83,20,6.17,GU,1712772297
573,pokrovsk,48.282,37.1758,18.34,40,5,2.86,UA,1712772297
574,tabou,4.423,-7.3528,29.26,72,63,4.47,CI,1712772297
575,malvan,16.0667,73.4667,27.3,74,13,5.16,IN,1712772297
576,gizo,-8.103,156.8419,28.13,76,100,1.48,SB,1712772297
577,contamana,-7.3333,-75.0167,37.25,32,34,3.11,PE,1712772298
578,lhuentse,27.6679,91.1839,12.43,89,79,0.7,BT,1712772298
579,siran,40.1894,39.1267,9.9,80,97,1.99,TR,1712772298
580,fort bragg,35.139,-79.006,23.28,64,100,4.63,US,1712772008
581,bayanaul,50.7889,75.6956,3.49,81,100,3.16,KZ,1712772298
582,evans,33.5337,-82.1307,26.24,61,75,6.17,US,1712772298
583,ceeldheer,3.8488,47.1806,29.04,70,59,7.08,SO,1712772298
584,gstaad,46.4721,7.2869,6.67,96,92,1.96,CH,1712772003
585,necochea,-38.5473,-58.7368,15.67,43,98,6.96,AR,1712772036
586,humaita,-7.5061,-63.0208,33.16,57,79,1.45,BR,1712772298
587,kabanjahe,3.1001,98.4908,18.55,92,97,1.09,ID,1712772298
588,maridi,4.9158,29.4742,24.45,55,46,2.27,SS,1712772299
589,nouadhibou,20.931,-17.0347,20.99,73,0,8.75,MR,1712772299
590,yulee,30.6319,-81.6065,27.25,64,0,7.2,US,1712772299
591,kalia,23.0396,89.6328,27.18,45,30,2.05,BD,1712772299
592,nema,57.5067,50.5011,3.24,91,99,1.71,RU,1712772299
593,saint george's,12.0564,-61.7485,29.82,66,75,7.72,GD,1712772299
